Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
Kepa Arrizabalaga,es ESP,GK,30-029,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Julian Araujo,mx MEX,DF,23-080,7.0,5,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Adam Smith,eng ENG,DF,33-186,9.0,4,434.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Bournemouth,
Dango Ouattara,bf BFA,"FW,DF",22-264,8.0,4,414.0,4.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.4,2.9,23.0,6.0,47.0,0.22,0.22,0.43,0.22,0.43,0.33,0.3,0.63,0.33,0.63,Matches,Bournemouth,
Alex Scott,eng ENG,MF,21-072,8.0,2,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,5.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,Matches,Bournemouth,
Dean Huijsen,es ESP,DF,19-201,3.0,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,Matches,Bournemouth,
Neto,br BRA,GK,35-105,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Mark Travers,ie IRL,GK,25-167,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Luis Sinisterra,co COL,"FW,MF",25-137,8.0,1,208.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.1,14.0,3.0,29.0,0.43,0.43,0.87,0.43,0.87,0.48,0.44,0.92,0.48,0.92,Matches,Bournemouth,
Enes Ünal,tr TUR,FW,27-175,6.0,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.46,0.1,0.56,0.46,0.56,Matches,Bournemouth,
Daniel Jebbison,eng ENG,FW,21-080,2.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Bournemouth,
Philip Billing,dk DEN,MF,28-143,2.0,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
David Brooks,wls WAL,"FW,MF",27-116,2.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,1.35,Matches,Bournemouth,
Tyler Adams,us USA,MF,25-261,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Max Aarons,eng ENG,DF,24-302,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
Jaidon Anthony,eng ENG,"FW,MF",24-336,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
Will Dennis,eng ENG,GK,24-114,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
James Hill,eng ENG,DF,22-296,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
Hamed Junior Traorè,ci CIV,"FW,MF",24-259,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
Squad Total,,,25.7,9.0,99,810.0,9.0,11.0,9.0,20.0,10.0,1.0,2.0,26.0,0.0,14.2,12.6,10.7,23.3,165.0,362.0,358.0,1.22,1.0,2.22,1.11,2.11,1.58,1.19,2.76,1.4,2.59,,Bournemouth,
Opponent Total,,,26.8,9.0,99,810.0,9.0,11.0,9.0,20.0,11.0,0.0,0.0,31.0,1.0,11.4,11.4,9.2,20.6,160.0,312.0,308.0,1.22,1.0,2.22,1.22,2.22,1.26,1.03,2.29,1.26,2.29,,Bournemouth,
Dan Burn,eng ENG,DF,32-176,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.6,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Newcastle-United,
Nick Pope,eng ENG,GK,32-196,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,
Bruno Guimarães,br BRA,MF,26-351,9.0,9,800.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.8,1.3,13.0,60.0,10.0,0.0,0.11,0.11,0.0,0.11,0.06,0.09,0.15,0.06,0.15,Matches,Newcastle-United,
Joelinton,br BRA,MF,28-079,9.0,9,746.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.7,1.7,0.7,2.4,12.0,39.0,35.0,0.12,0.0,0.12,0.12,0.12,0.21,0.08,0.29,0.21,0.29,Matches,Newcastle-United,
Anthony Gordon,eng ENG,FW,23-251,8.0,8,682.0,7.6,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,3.3,1.7,1.5,3.2,28.0,9.0,62.0,0.26,0.0,0.26,0.13,0.13,0.44,0.2,0.63,0.23,0.42,Matches,Newcastle-United,
Alexander Isak,se SWE,FW,25-041,7.0,7,585.0,6.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.5,3.5,0.9,4.4,15.0,9.0,38.0,0.31,0.15,0.46,0.31,0.46,0.54,0.14,0.68,0.54,0.68,Matches,Newcastle-United,
Fabian Schär,ch SUI,DF,32-317,7.0,7,567.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.7,0.7,0.2,0.9,3.0,29.0,6.0,0.16,0.0,0.16,0.16,0.16,0.12,0.03,0.15,0.12,0.15,Matches,Newcastle-United,
Lewis Hall,eng ENG,DF,20-054,9.0,6,606.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.8,1.8,13.0,40.0,18.0,0.0,0.15,0.15,0.0,0.15,0.0,0.27,0.27,0.0,0.27,Matches,Newcastle-United,
Valentino Livramento,eng ENG,DF,21-355,9.0,6,530.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,11.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Newcastle-United,
Jacob Murphy,eng ENG,FW,29-251,9.0,6,496.0,5.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.4,1.7,15.0,27.0,42.0,0.0,0.36,0.36,0.0,0.36,0.06,0.25,0.31,0.06,0.31,Matches,Newcastle-United,
Harvey Barnes,eng ENG,FW,26-328,9.0,5,478.0,5.3,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9,4.0,22.0,26.0,49.0,0.56,0.19,0.75,0.56,0.75,0.38,0.37,0.75,0.38,0.75,Matches,Newcastle-United,
Sandro Tonali,it ITA,MF,24-177,7.0,4,362.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.2,0.9,1.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,0.23,0.18,0.23,Matches,Newcastle-United,
Sean Longstaff,eng ENG,MF,27-002,8.0,4,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,Matches,Newcastle-United,
Kieran Trippier,eng ENG,DF,34-043,5.0,3,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches,Newcastle-United,
Lloyd Kelly,eng ENG,DF,26-026,6.0,3,207.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.6,0.0,6.0,2.0,0.0,0.43,0.43,0.0,0.43,0.08,0.2,0.28,0.08,0.28,Matches,Newcastle-United,
Emil Krafth,se SWE,DF,30-091,3.0,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,Newcastle-United,
Joe Willock,eng ENG,"MF,FW",25-073,7.0,1,197.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,10.0,11.0,20.0,0.0,0.46,0.46,0.0,0.46,0.08,0.38,0.45,0.08,0.45,Matches,Newcastle-United,
Miguel Almirón,py PAR,FW,30-265,5.0,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.31,0.15,0.46,0.31,0.46,Matches,Newcastle-United,
William Osula,dk DEN,"FW,MF",21-089,3.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,
Martin Dúbravka,sk SVK,GK,35-291,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,
Lewis Miley,eng ENG,MF,18-184,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,
Alex Murphy,ie IRL,DF,20-129,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,
John Ruddy,eng ENG,GK,38-008,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,
Matt Targett,eng ENG,"DF,MF",29-044,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,
Odisseas Vlachodimos,gr GRE,GK,30-189,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,
Squad Total,,,27.7,9.0,99,810.0,9.0,9.0,8.0,17.0,8.0,1.0,2.0,22.0,1.0,14.1,12.6,11.3,23.9,151.0,344.0,344.0,1.0,0.89,1.89,0.89,1.78,1.57,1.26,2.83,1.4,2.65,,Newcastle-United,
Opponent Total,,,26.7,9.0,99,810.0,9.0,9.0,9.0,18.0,9.0,0.0,0.0,32.0,0.0,13.0,13.0,10.5,23.5,187.0,319.0,315.0,1.0,1.0,2.0,1.0,2.0,1.45,1.17,2.61,1.45,2.61,,Newcastle-United,
Max Kilman,eng ENG,DF,27-162,9.0,9,810.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.3,0.9,8.0,40.0,1.0,0.0,0.11,0.11,0.0,0.11,0.07,0.03,0.1,0.07,0.1,Matches,West-Ham-United,
Jarrod Bowen,eng ENG,"FW,MF",27-317,9.0,9,786.0,8.7,3.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,1.8,1.1,2.9,4.0,35.0,34.0,51.0,0.34,0.23,0.57,0.23,0.46,0.21,0.33,0.54,0.12,0.45,Matches,West-Ham-United,
Guido Rodríguez,ar ARG,MF,30-203,9.0,9,688.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,West-Ham-United,
Emerson Palmieri,it ITA,DF,30-090,9.0,9,683.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.8,1.7,12.0,22.0,35.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.23,0.12,0.23,Matches,West-Ham-United,
Alphonse Areola,fr FRA,GK,31-248,8.0,8,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
Mohammed Kudus,gh GHA,"MF,FW",24-091,8.0,8,663.0,7.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.8,2.8,0.8,3.6,37.0,20.0,66.0,0.27,0.0,0.27,0.27,0.27,0.38,0.11,0.49,0.38,0.49,Matches,West-Ham-United,
Lucas Paquetá,br BRA,MF,27-066,9.0,8,631.0,7.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,2.1,1.3,0.6,1.9,6.0,42.0,23.0,0.29,0.0,0.29,0.14,0.14,0.29,0.09,0.38,0.18,0.27,Matches,West-Ham-United,
Michail Antonio,jm JAM,FW,34-218,9.0,8,558.0,6.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,1.6,3.4,17.0,12.0,39.0,0.16,0.16,0.32,0.16,0.32,0.3,0.25,0.56,0.3,0.56,Matches,West-Ham-United,
Aaron Wan-Bissaka,eng ENG,DF,26-341,8.0,7,659.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,26.0,33.0,32.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,West-Ham-United,
Tomáš Souček,cz CZE,MF,29-248,9.0,6,564.0,6.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.4,2.4,2.0,23.0,19.0,0.32,0.0,0.32,0.32,0.32,0.32,0.07,0.39,0.32,0.39,Matches,West-Ham-United,
Konstantinos Mavropanos,gr GRE,DF,26-326,8.0,6,560.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,West-Ham-United,
Edson Álvarez,mx MEX,"MF,DF",27-008,7.0,4,364.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,3.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,West-Ham-United,
Jean-Clair Todibo,fr FRA,DF,24-307,6.0,3,323.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West-Ham-United,
Vladimír Coufal,cz CZE,DF,32-071,4.0,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,West-Ham-United,
Crysencio Summerville,nl NED,"FW,MF",23-002,8.0,1,219.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,9.0,4.0,22.0,0.41,0.0,0.41,0.41,0.41,0.26,0.21,0.47,0.26,0.47,Matches,West-Ham-United,
Carlos Soler,es ESP,"MF,FW",27-304,6.0,1,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,Matches,West-Ham-United,
Łukasz Fabiański,pl POL,GK,39-197,2.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
Niclas Füllkrug,de GER,FW,31-266,3.0,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,West-Ham-United,
Danny Ings,eng ENG,"FW,MF",32-101,4.0,0,51.0,0.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,0.0,0.0,3.0,1.76,1.76,3.53,1.76,3.53,1.24,0.93,2.17,1.24,2.17,Matches,West-Ham-United,
Aaron Cresswell,eng ENG,DF,34-322,4.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,West-Ham-United,
Andy Irving,sct SCO,MF,24-172,2.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,West-Ham-United,
James Ward-Prowse,eng ENG,MF,30-000,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
Luis Guilherme,br BRA,MF,18-266,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
Kaelan Casey,eng ENG,DF,20-004,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United,
Squad Total,,,28.7,9.0,99,810.0,9.0,12.0,5.0,17.0,10.0,2.0,2.0,24.0,1.0,14.1,12.6,9.0,21.6,172.0,312.0,311.0,1.33,0.56,1.89,1.11,1.67,1.57,1.0,2.57,1.4,2.4,,West-Ham-United,
Opponent Total,,,26.3,9.0,99,810.0,9.0,15.0,14.0,29.0,15.0,0.0,0.0,14.0,0.0,15.2,15.2,13.7,28.9,202.0,391.0,389.0,1.67,1.56,3.22,1.67,3.22,1.69,1.52,3.21,1.69,3.21,,West-Ham-United,
Diogo Dalot,pt POR,DF,25-228,,9,810.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.1,1.8,10.0,38.0,30.0,0.0,0.11,0.11,0.0,0.11,0.07,0.13,0.2,0.07,0.2,Matches,Manchester-United,9.0
André Onana,cm CMR,GK,28-213,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Manchester-United,9.0
Bruno Fernandes,pt POR,"MF,FW",30-054,,9,749.0,8.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.5,2.5,2.3,4.8,20.0,69.0,45.0,0.0,0.24,0.24,0.0,0.24,0.3,0.28,0.57,0.3,0.57,Matches,Manchester-United,9.0
Lisandro Martínez,ar ARG,DF,26-288,,8,706.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.1,0.9,5.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches,Manchester-United,8.0
Noussair Mazraoui,ma MAR,DF,26-353,,8,642.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.4,6.0,36.0,8.0,0.0,0.14,0.14,0.0,0.14,0.03,0.02,0.05,0.03,0.05,Matches,Manchester-United,9.0
Marcus Rashford,eng ENG,FW,27-001,,8,629.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.9,2.6,15.0,15.0,50.0,0.14,0.14,0.29,0.14,0.29,0.09,0.27,0.37,0.09,0.37,Matches,Manchester-United,9.0
Kobbie Mainoo,eng ENG,MF,19-196,,7,571.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.7,0.8,5.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,Matches,Manchester-United,7.0
Alejandro Garnacho,ar ARG,FW,20-123,,6,591.0,6.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,1.1,4.1,41.0,12.0,83.0,0.3,0.15,0.46,0.3,0.46,0.46,0.16,0.62,0.46,0.62,Matches,Manchester-United,9.0
Matthijs de Ligt,nl NED,DF,25-081,,6,581.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.1,1.2,3.0,10.0,1.0,0.15,0.0,0.15,0.15,0.15,0.17,0.01,0.19,0.17,0.19,Matches,Manchester-United,9.0
Casemiro,br BRA,MF,32-252,,5,457.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,1.7,2.6,2.0,31.0,10.0,0.2,0.0,0.2,0.2,0.2,0.17,0.34,0.51,0.17,0.51,Matches,Manchester-United,8.0
Christian Eriksen,dk DEN,MF,32-261,,5,428.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.6,1.7,3.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.34,0.36,0.02,0.36,Matches,Manchester-United,7.0
Joshua Zirkzee,nl NED,FW,23-163,,4,411.0,4.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.6,2.6,0.6,3.2,2.0,11.0,19.0,0.22,0.22,0.44,0.22,0.44,0.57,0.14,0.71,0.57,0.71,Matches,Manchester-United,9.0
Amad Diallo,ci CIV,FW,22-113,,4,374.0,4.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.2,1.6,26.0,22.0,63.0,0.24,0.24,0.48,0.24,0.48,0.11,0.28,0.4,0.11,0.4,Matches,Manchester-United,7.0
Rasmus Højlund,dk DEN,FW,21-271,,3,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1,4.0,4.0,10.0,0.35,0.0,0.35,0.35,0.35,0.36,0.01,0.37,0.36,0.37,Matches,Manchester-United,5.0
Harry Maguire,eng ENG,DF,31-241,,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Manchester-United,5.0
Jonny Evans,nir NIR,DF,36-303,,2,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Manchester-United,4.0
Mason Mount,eng ENG,"MF,FW",25-296,,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.07,0.3,0.24,0.3,Matches,Manchester-United,3.0
Manuel Ugarte Ribeiro,uy URU,MF,23-204,,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United,4.0
Victor Lindelöf,se SWE,DF,30-107,,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United,3.0
Toby Collyer,eng ENG,MF,20-303,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,Manchester-United,1.0
Antony,br BRA,FW,24-251,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.47,0.22,0.7,0.47,0.7,Matches,Manchester-United,2.0
Scott McTominay,sct SCO,MF,27-329,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester-United,2.0
Harry Amass,eng ENG,DF,17-230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Altay Bayındır,tr TUR,GK,26-201,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Jack Fletcher,eng ENG,MF,17-227,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Tom Heaton,eng ENG,GK,38-200,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Ethan Wheatley,eng ENG,FW,18-286,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
